Name;Tradename;Disease;Indication;Status;URL;Category
pioglitazone;Paglitaz;Diabetes Mellitus, Type 2;"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below: as monotherapy  in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;  as dual oral therapy in combination with  metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin; a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;  as triple oral therapy in combination with  metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.  Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus in adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.  After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.";Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/paglitaz;Human
prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted);Prepandemic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted) Novartis Vaccines and Diagnostics;"Influenza, Human;Immunization;Disease Outbreaks";Active immunisation against H5N1 subtype of Influenza A virus. This indication is based on immunogenicity data from healthy subjects from the age of 18 years onwards following administration of two doses of the vaccine containing A/Vietnam/1194/2004 (H5N1)-like strain. Prepandemic influenza vaccine (H5N1) Novartis Vaccines and Diagnostic should be used in accordance with official recommendations.;Expired;https://www.ema.europa.eu/en/medicines/human/EPAR/prepandemic-influenza-vaccine-h5n1-surface-antigen-inactivated-adjuvanted-novartis-vaccines-diagnostics;Human
insulin human;Solumarv;Diabetes Mellitus;Treatment of diabetes;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/solumarv-0;Human
influenza vaccine H1N1v (surface antigen, inactivated, adjuvanted);Focetria;"Influenza, Human;Immunization;Disease Outbreaks";Prophylaxis of influenza caused by A (H1N1v) 2009 virus. Focetria should be used in accordance with official guidance.;Expired;https://www.ema.europa.eu/en/medicines/human/EPAR/focetria;Human
nivolumab;Nivolumab BMS;Carcinoma, Non-Small-Cell Lung;Nivolumab BMS is indicated for the treatment of locally advanced or metastatic squamous non-small cell lung cancer (NSCLC) after prior chemotherapy in adults.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/nivolumab-bms;Human
difloxacin;Dicural;;Chickens: for the treatment of chronic respiratory infections caused by sensitive strains of Escherichia coli and Mycoplasma gallisepticum. Turkeys:  For the treatment of chronic respiratory infections caused by sensitive strains of Escherichia coli and Mycoplasma gallisepticum. Also for the treatment of infections caused by Pasteurella multocida.  Dogs:  For the treatment of acute uncomplicated urinary-tract infections caused by Escherichia coli or Staphylococcus spp. and superficial pyoderma caused by Staphylococcus intermedius.  Cattle:  For the treatment of bovine respiratory disease (shipping fever, calf pneumonia) caused by single or mixed infections with Pasteurella haemolytica, Pasteurella multocida and / or Mycoplasma spp.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/dicural;Veterinary
zaleplon;Sonata;Sleep Initiation and Maintenance Disorders;Sonata is indicated for the treatment of patients with insomnia who have difficulty falling asleep. It is indicated only when the disorder is severe, disabling or subjecting the individual to extreme distress.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/sonata;Human
aripiprazole;Aripiprazole Mylan;"Schizophrenia;Bipolar Disorder";Treatment of schizophrenia and treatment and prevention of manic episodes in bipolar I disorder;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/aripiprazole-mylan;Human
dasiprotimut-t;Lympreva;Lymphoma, Non-Hodgkin;Treatment of non-Hodgkins lymphoma (FL);Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/lympreva;Human
metaflumizone;ProMeris;;Treatment and prevention of flea infestations (Ctenocephalides canis and C. felis) in cats. The veterinary medicinal product can be used as part of a treatment strategy for flea allergy dermatitis (FAD).;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/promeris;Veterinary
"metaflumizone;amitraz";ProMeris Duo;;For the treatment and prevention of infestations by fleas (Ctenocephalides canis and C. felis), and ticks (Ixodes ricinus, Ixodes hexagonus, Rhipicephalus sanguineus, Dermacentor reticulatus and Dermacentor variabilis), and treatment of demodicosis (caused by Demodex spp.) and lice (Trichodectes canis) in dogs. The veterinary medicinal product can be used as part of a treatment strategy for flea allergy dermatitis (FAD).;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/promeris-duo;Veterinary
ferumoxytol;Rienso;"Anemia;Kidney Failure, Chronic";Rienso is indicated for the intravenous treatment of iron-deficiency anaemia in adult patients with chronic kidney disease (CKD). The diagnosis of iron deficiency must be based on appropriate laboratory tests (see section 4.2).;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/rienso;Human
clopidogrel;Clopidogrel DURA;"Peripheral Vascular Diseases;Stroke;Myocardial Infarction";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-dura;Human
ketoconazole;Ketoconazole AID-SCFM;Cushing Syndrome;Treatment of Cushings syndrome;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/ketoconazole-aid-scfm;Human
autologous peripheral-blood mononuclear cells activated with prostatic acid phosphatase granulocyte-macrophage colony-stimulating factor (sipuleucel-T);Provenge;Prostatic Neoplasms;Provenge is indicated for treatment of asymptomatic or minimally symptomatic metastatic (non-visceral) castrate-resistant prostate cancer in male adults in whom chemotherapy is not yet clinically indicated.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/provenge;Human
duloxetine;Duloxetine Sandoz;"Anxiety Disorders;Neuralgia;Diabetes Mellitus;Depressive Disorder, Major";Treatment in adults of major depressive disorder, diabetic peripheral neuropathic pain and generalised anxiety disorder.;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/duloxetine-sandoz;Human
colestilan;BindRen;Hyperphosphatemia;Treatment of hyperphosphataemia in adult patients with chronic kidney disease stage 5 receiving haemodialysis or peritoneal dialysis.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/bindren;Human
pandemic influenza vaccine (H5N1) (split virion, inactivated, adjuvanted);Pumarix;"Influenza, Human;Immunization;Disease Outbreaks";Prophylaxis of influenza in an officially declared pandemic situation. Pandemic-influenza vaccine should be used in accordance with official guidance.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/pumarix;Human
docetaxel;Docetaxel Mylan;"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Breast Neoplasms";Treatment of breast cancer, special forms of lung cancer (non-small-cell lung cancer), prostate cancer, gastric cancer, or head and neck cancer.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-mylan-0;Human
dirlotapide;Slentrol;;As an aid in the management of overweight and obesity in adult dogs. To be used as part of an overall weight-management programme that also includes appropriate dietary changes and exercise practice.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/slentrol;Veterinary
dibotermin alfa;TruScient;;Osteoinductive agent for use in the treatment of long-bone fractures as an adjunct to standard surgical care using open fracture reduction in dogs.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/truscient;Veterinary
clopidogrel;Clopidogrel Teva Pharma B.V.;"Peripheral Vascular Diseases;Acute Coronary Syndrome;Myocardial Infarction;Stroke";"Prevention of atherothrombotic events Clopidogrel is indicated in:  adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease; adult patients suffering from acute coronary syndrome:  non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA); ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.    Prevention of atherothrombotic and thromboembolic events in atrial fibrillation In adult patients with atrial fibrillation who have at least one risk factor for vascular events, are not suitable for treatment with vitamin-K antagonists (VKA) and who have a low bleeding risk, clopidogrel is indicated in combination with ASA for the prevention of atherothrombotic and thromboembolic events, including stroke.";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-pharma-bv;Human
vaccine against feline viral rhinotracheitis, feline calicivirosis and feline Chlamydophila infections;Purevax RCCh;;"Active immunisation of cats aged 8 weeks and older:  against feline viral rhinotracheitis to reduce clinical signs; against calicivirus infection to reduce clinical signs and excretion; against Chlamydophila felis infection to reduce clinical signs.  Onsets of immunity have been demonstrated 1 week after primary vaccination course for rhinotracheitis, calicivirus and Chlamydophila felis components. The duration of immunity is 1 year after the last (re-)vaccination.";Lapsed;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/purevax-rcch;Veterinary
cidofovir;Vistide;Cytomegalovirus Retinitis;Vistide is indicated for the treatment of cytomegalovirus retinitis in patients with acquired immunodeficiency syndrome (AIDS) and without renal dysfunction. Vistide should be used only when other agents are considered unsuitable.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/vistide;Human
masitinib;Masiviera;Pancreatic Neoplasms;Treatment of non resectable locally advanced or metastatic pancreatic cancer;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/masiviera;Human
azilsartan medoxomil;Ipreziv;Hypertension;Ipreziv is indicated for the treatment of essential hypertension in adults.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/ipreziv;Human
influenza vaccine (live attenuated, nasal);Fluenz;"Influenza, Human;Immunization";Prophylaxis of influenza in individuals 24 months to less than 18 years of age. The use of Fluenz should be based on official recommendations.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/fluenz-0;Human
dexamethasone;Neofordex;Multiple Myeloma;Treatment of symptomatic multiple myeloma;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/neofordex-0;Human
topotecan;Topotecan Eagle;"Carcinoma;Small Cell Lung Carcinoma";Topotecan monotherapy is indicated for the treatment of patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate. Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/topotecan-eagle;Human
doripenem;Doribax;"Pneumonia, Ventilator-Associated;Pneumonia, Bacterial;Urinary Tract Infections;Bacterial Infections;Cross Infection";"Doribax is indicated for the treatment of the following infections in adults:  nosocomial pneumonia (including ventilator-associated pneumonia); complicated intra-abdominal infections; complicated urinary tract infections.  Consideration should be given to official guidance on the appropriate use of antibacterial agents.";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/doribax;Human
pioglitazone;Pioglitazone Krka;Diabetes Mellitus, Type 2;"Pioglitazone is indicated as second or third line treatment of type 2 diabetes mellitus as described below:  as monotherapy - in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance; as dual oral therapy in combination with - a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;  Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus in adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance. After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-krka;Human
rivastigmine;Rivastigmine 3M Health Care Ltd;Alzheimer Disease;Symptomatic treatment of mild to moderately severe Alzheimer's dementia.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/rivastigmine-3m-health-care-ltd;Human
clopidogrel;Clopidogrel Qualimed;"Peripheral Vascular Diseases;Stroke;Myocardial Infarction";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.  For further information please refer to section 5.1.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-qualimed;Human
serelaxin;Reasanz;Heart Failure;Treatment of acute heart failure;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/reasanz;Human
laquinimod;Nerventra;Multiple Sclerosis;Treatment of multiple sclerosis;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/nerventra;Human
"nomegestrol acetate;estradiol";Ioa;Contraception;Oral contraception.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/ioa;Human
desirudin;Revasc;Venous Thrombosis;Prevention of deep venous thrombosis in patients undergoing elective hip or knee replacement surgery.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/revasc;Human
olanzapine;Olanzapine Cipla (previously Olanzapine Neopharma);"Schizophrenia;Bipolar Disorder";Adults Olanzapine is indicated for the treatment of schizophrenia. Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response. Olanzapine is indicated for the treatment of moderate to severe manic episode. In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-cipla;Human
parathyroid hormone (rDNA);Preotact;Osteoporosis, Postmenopausal;Treatment of osteoporosis in postmenopausal women at high risk of fractures (see section 5.1). A significant reduction in the incidence of vertebral, but not hip fractures has been demonstrated.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/preotact;Human
meloxicam;Meloxivet;;Alleviation of inflammation and pain in both acute and chronic musculoskeletal disorders.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/meloxivet;Veterinary
adjuvanted vaccine against necrotic enteritis of chickens due to Clostridium perfringens;Netvax;;For the active immunisation of chickens to provide passive immunisation against necrotic enteritis to their progeny, during the laying period. To reduce mortality and the incidence and severity of lesions caused by Clostridium-perfringens-type-A-induced necrotic enteritis. Efficacy was demonstrated by challenge of chicks approximately three weeks after hatching. The onset of passive transfer of immunity: 6 weeks following completion of the vaccination procedure. The duration of passive transfer of immunity: 51 weeks following completion of the vaccination procedure.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/netvax;Veterinary
nelfinavir;Viracept;HIV Infections;Viracept is indicated in antiretroviral combination treatment of human-immunodeficiency-virus (HIV-1)-infected adults, adolescents and children of three years of age and older. In protease-inhibitor (PI)-experienced patients, the choice of nelfinavir should be based on individual viral resistance testing and treatment history.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/viracept;Human
meloxicam;Flexicam;;Oral suspension: Dogs:Alleviation of inflammation and pain in both acute and chronic musculo-skeletal disorders. Solution for injection: Dogs:Alleviation of inflammation and pain in both acute and chronic musculo-skeletal disorders.Reduction of post-operative pain and inflammation following orthopaedic and soft tissue surgery. Cats:Reduction of postoperative pain after ovariohysterectomy and minor soft tissue surgery;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/flexicam;Veterinary
clopidogrel;Clopidogrel Teva Generics B.V.;"Peripheral Vascular Diseases;Acute Coronary Syndrome;Myocardial Infarction;Stroke";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  Patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease. Patients suffering from acute coronary syndrome:  Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention, in combination with acetylsalicylic acid (ASA). ST segment elevation acute myocardial infarction, in combination with ASA in medically treated patients eligible for thrombolytic therapy.    For further information please refer to section 5.1.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-teva-generics-bv;Human
"telmisartan;amlodipine";Onduarp;Hypertension;Treatment of essential hypertension in adults: Add on therapy Onduarp is indicated in adults whose blood pressure is not adequately controlled on amlodipine. Replacement therapy Adult patients receiving telmisartan and amlodipine from separate tablets can instead receive tablets of Onduarp containing the same component doses.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/onduarp;Human
leflunomide;Leflunomide Teva;Arthritis, Rheumatoid;"Leflunomide is indicated for the treatment of adult patients with active rheumatoid arthritis as a 'disease-modifying antirheumatic drug' (DMARD). Recent or concurrent treatment with hepatotoxic or haematotoxic DMARDs (e.g. methotrexate) may result in an increased risk of serious adverse reactions; therefore, the initiation of leflunomide treatment has to be carefully considered regarding these benefit / risk aspects. Moreover, switching from leflunomide to another DMARD without following the washout procedure may also increase the risk of serious adverse reactions even for a long time after the switching.";Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/leflunomide-teva;Human
docetaxel;Docetaxel Teva Pharma;"Carcinoma, Non-Small-Cell Lung;Breast Neoplasms;Prostatic Neoplasms";Breast cancer Docetaxel Teva Pharma monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Non-small-cell lung cancer Docetaxel Teva Pharma is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Teva Pharma in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Teva Pharma in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-teva-pharma;Human
diphtheria (D), tetanus (T), pertussis (whole cell) (Pw) and hepatitis B (rDNA) (HBV) vaccine (adsorbed);Tritanrix HepB;"Hepatitis B;Tetanus;Immunization;Whooping Cough;Diphtheria";Tritanrix HepB is indicated for active immunisation against diphtheria, tetanus, pertussis and hepatitis B (HBV) in infants from six weeks onwards (see section 4.2).;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/tritanrix-hepb;Human
clopidogrel;Clopidogrel ratiopharm;"Peripheral Vascular Diseases;Stroke;Myocardial Infarction";Clopidogrel is indicated in adults for the prevention of atherothrombotic events in:  patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease.   For further information please refer to section 5.1.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/clopidogrel-ratiopharm-0;Human
masitinib;Masican;Gastrointestinal Stromal Tumors;Treatment of unresectable and/or metastatic malignant gastrointestinal stromal tumour (GIST);Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/masican;Human
"aliskiren;amlodipine;hydrochlorothiazide";Rasitrio;Hypertension;Rasitrio is indicated for the treatment of essential hypertension as substitution therapy in adult patients whose blood pressure is adequately controlled on the combination of aliskiren, amlodipine and hydrochlorothiazide given concurrently at the same dose level as in the combination.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/rasitrio;Human
diphtheria (D), tetanus (T), pertussis (acellular, component) (Pa), hepatitis B (rDNA) (HBV), poliomyelitis (inactivated) (IPV) vaccine (adsorbed);Infanrix Penta;"Hepatitis B;Tetanus;Immunization;Whooping Cough;Poliomyelitis;Diphtheria";Infanrix Penta is indicated for primary and booster vaccination of infants against diphtheria, tetanus, pertussis, hepatitis B and poliomyelitis.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/infanrix-penta;Human
idebenone;Raxone;Eye Diseases;Treatment of Lebers Hereditary Optic Neuropathy;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/raxone-0;Human
pioglitazone;Sepioglin;Diabetes Mellitus, Type 2;"Pioglitazone is indicated as second- or third-line treatment of type-2 diabetes mellitus as described below: as monotherapy:  in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;  as dual oral therapy in combination with:  metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin; a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;  as triple oral therapy in combination with:  metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.   Pioglitazone is also indicated for combination with insulin in type-2-diabetes-mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance (see section 4.4). After initiation of therapy with pioglitazone, patients should be reviewed after three to six months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained (see section 4.4).";Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/sepioglin;Human
ibafloxacin;Ibaflin;;"Dogs: Ibaflin is indicated for the treatment of the following conditions in dogs:  dermal infections (pyoderma - superficial and deep, wounds, abscesses) caused by susceptible strains of Staphylococci, Escherichia coli and Proteus mirabilis; acute, uncomplicated urinary-tract infections, caused by susceptible strains of Staphylococci, Proteus species, Enterobacter spp., E. coli and Klebsiella spp.; respiratory-tract infections (upper tract) caused by susceptible strains of Staphylococci, E. coli, and Klebsiella spp.  Ibaflin gel is indicated in dogs for the treatment of the following conditions:  dermal infections (pyoderma - superficial and deep, wounds, abscesses) caused by susceptible pathogens such as Staphylococcus spp., E. coli and P. mirabilis.  Cats: Ibaflin gel is indicated in cats for treatment of the following conditions:  dermal infections (soft-tissue infections - wounds, abscesses) caused by susceptible pathogens such as Staphylococcus spp., E. coli, Proteus spp. and Pasteurella spp.; upper respiratory-tract infections caused by susceptible pathogens such as Staphylococcus spp., E. coli, Klebsiella spp. and Pasteurella spp.";Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/ibaflin;Veterinary
pandemic influenza vaccine (whole virion, inactivated, adjuvanted);Daronrix;"Influenza, Human;Immunization;Disease Outbreaks";Prophylaxis of influenza in an officially declared pandemic situation. Pandemic influenza vaccine should be used in accordance with official guidance.;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/daronrix;Human
mipomersen sodium;Kynamro;Hypercholesterolemia;treatment of cholesterol and hypercholesterolaemia;Refused;https://www.ema.europa.eu/en/medicines/human/EPAR/kynamro;Human
vaccine against babesiosis in dogs;Nobivac Piro;;For active immunisation of dogs of six months of age or older against Babesia canis to reduce the severity of clinical signs associated with acute babesiosis (B. canis) and anaemia as measured by packed cell volume. Onset of immunity: Three weeks after the basic vaccination course. Duration of immunity: Six months after the last (re-)vaccination.;Withdrawn;https://www.ema.europa.eu/en/medicines/veterinary/EPAR/nobivac-piro;Veterinary
iloperidone;Fanaptum;Schizophrenia;treatment of schizophrenia;Application withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/fanaptum;Human
"laropiprant;nicotinic acid";Trevaclyn;Dyslipidemias;Trevaclyn is indicated for the treatment of dyslipidaemia, particularly in patients with combined mixed dyslipidaemia (characterised by elevated levels of low-density-lipoprotein (LDL) cholesterol and triglycerides and low high-density-lipoprotein (HDL) cholesterol) and in patients with primary hypercholesterolaemia (heterozygous familial and non-familial). Trevaclyn should be used in patients in combination with 3-hydroxy-3-methyl-glutaryl-co-enzyme-A (HMG-CoA)-reductase inhibitors (statins), when the cholesterol-lowering effect of HMG-CoA-reductase-inhibitor monotherapy is inadequate. It can be used as monotherapy only in patients in whom HMG-CoA-reductase inhibitors are considered inappropriate or not tolerated. Diet and other non-pharmacological treatments (e.g. exercise, weight reduction) should be continued during therapy with Trevaclyn.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/trevaclyn;Human
"laropiprant;nicotinic acid";Pelzont;Dyslipidemias;Pelzont is indicated for the treatment of dyslipidaemia, particularly in patients with combined mixed dyslipidaemia (characterised by elevated levels of low-density-lipoprotein (LDL) cholesterol and triglycerides and low high-density-lipoprotein (HDL)cholesterol) and in patients with primary hypercholesterolaemia (heterozygous familial and non-familial). Pelzont should be used in patients in combination with 3-hydroxy-3-methylglutaryl-coenzyme-A (HMG-CoA)-reductase inhibitors (statins), when the cholesterol lowering effect of HMG-CoA-reductase inhibitor monotherapy is inadequate. It can be used as monotherapy only in patients in whom HMG-CoA-reductase inhibitors are considered inappropriate or not tolerated. Diet and other non-pharmacological treatments (e.g. exercise, weight reduction) should be continued during therapy with Pelzont.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/pelzont;Human
"laropiprant;nicotinic acid";Tredaptive;Dyslipidemias;Tredaptive is indicated for the treatment of dyslipidaemia, particularly in patients with combined mixed dyslipidaemia (characterised by elevated levels of low-density-lipoprotein (LDL) cholesterol and triglycerides and low high-density-lipoprotein (HDL) cholesterol) and in patients with primary hypercholesterolaemia (heterozygous familial and non-familial). Tredaptive should be used in patients in combination with 3-hydroxy-3-methyl-glutaryl-co-enzyme-A (HMG-CoA)-reductase inhibitors (statins), when the cholesterol-lowering effect of HMG-CoA-reductase inhibitor monotherapy is inadequate. It can be used as monotherapy only in patients in whom HMG-CoA-reductase inhibitors are considered inappropriate or not tolerated. Diet and other non-pharmacological treatments (e.g. exercise, weight reduction) should be continued during therapy with Tredaptive.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/tredaptive;Human
ibandronic acid;Bondenza (previously Ibandronic Acid Roche);Osteoporosis, Postmenopausal;Treatment of osteoporosis in post-menopausal women at increased risk of fracture. A reduction in the risk of vertebral fractures has been demonstrated. Efficacy on femoral-neck fractures has not been established.;Withdrawn;https://www.ema.europa.eu/en/medicines/human/EPAR/bondenza;Human
ribavirin;Ribavirin BioPartners;Hepatitis C, Chronic;Ribavirin BioPartners is indicated for the treatment of chronic hepatitis-C-virus (HCV) infection in adults, children three years of age and older and adolescents and must only be used as part of a combination regimen with interferon alfa-2b. Ribavirin monotherapy must not be used. There is no safety or efficacy information on the use of ribavirin with other forms of interferon (i.e. not alfa-2b). Naïve patients Adult patients Ribavirin BioPartners is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, with elevated alanine aminotransferase (ALT), who are positive for hepatitis C viral ribonucleic acid (HCV-RNA) (see section 4.4) Children three years of age and older and adolescents Ribavirin BioPartners is intended for use, in a combination regimen with interferon alfa-2b, for the treatment of children three years of age and older and adolescents, who have all types of chronic hepatitis C except genotype 1, not previously treated, without liver decompensation, and who are positive for HCV-RNA. When deciding to not to defer treatment until adulthood, it is important to consider that the combination therapy induced a growth inhibition. The reversibility of growth inhibition is uncertain. The decision to treat should be made on a case by case basis (see section 4.4). Previous-treatment-failure patients Adult patients Ribavirin BioPartners is indicated, in combination with interferon alfa-2b, for the treatment of adult patients with chronic hepatitis C who have previously responded (with normalisation of ALT at the end of treatment) to interferon alfa monotherapy but who have subsequently relapsed (see section 5.1).;Lapsed;https://www.ema.europa.eu/en/medicines/human/EPAR/ribavirin-biopartners;Human
